# forecast_id: 31ae8548-9a07-11e9-b2f4-0a580a8003d5
# metadata: https://api.solarforecastarbiter.org/forecasts/single/31ae8548-9a07-11e9-b2f4-0a580a8003d5/metadata
timestamp,value
20190602T08:00:00+0000,0.0
20190602T09:00:00+0000,0.0
20190602T10:00:00+0000,0.0
20190602T11:00:00+0000,0.0
20190602T12:00:00+0000,0.0
20190602T13:00:00+0000,16.3347
20190602T14:00:00+0000,174.797
20190602T15:00:00+0000,400.159
20190602T16:00:00+0000,616.524
20190602T17:00:00+0000,801.353
20190602T18:00:00+0000,940.143
20190602T19:00:00+0000,1022.76
20190602T20:00:00+0000,1043.3
20190602T21:00:00+0000,1000.34
20190602T22:00:00+0000,896.926
20190602T23:00:00+0000,740.485
20190603T00:00:00+0000,542.634
20190603T01:00:00+0000,319.681
20190603T02:00:00+0000,102.513
20190603T03:00:00+0000,1.79639
20190603T04:00:00+0000,0.0
20190603T05:00:00+0000,0.0
20190603T06:00:00+0000,0.0
20190603T07:00:00+0000,0.0
20190603T08:00:00+0000,0.0
20190603T09:00:00+0000,0.0
20190603T10:00:00+0000,0.0
20190603T11:00:00+0000,0.0
20190603T12:00:00+0000,0.0
20190603T13:00:00+0000,16.5336
20190603T14:00:00+0000,175.188
20190603T15:00:00+0000,400.331
20190603T16:00:00+0000,616.505
20190603T17:00:00+0000,801.221
20190603T18:00:00+0000,939.985
20190603T19:00:00+0000,1022.66
20190603T20:00:00+0000,1043.36
20190603T21:00:00+0000,1000.62
20190603T22:00:00+0000,897.485
20190603T23:00:00+0000,741.36
20190604T00:00:00+0000,543.833
20190604T01:00:00+0000,321.164
20190604T02:00:00+0000,103.95
20190604T03:00:00+0000,1.94274
20190604T04:00:00+0000,0.0
20190604T05:00:00+0000,0.0
20190604T06:00:00+0000,0.0
20190604T07:00:00+0000,0.0
20190604T08:00:00+0000,0.0
20190604T09:00:00+0000,0.0
20190604T10:00:00+0000,0.0
20190604T11:00:00+0000,0.0
20190604T12:00:00+0000,0.0
20190604T13:00:00+0000,16.7057
20190604T14:00:00+0000,175.5
20190604T15:00:00+0000,400.429
20190604T16:00:00+0000,616.425
20190604T17:00:00+0000,801.041
20190604T18:00:00+0000,939.791
20190604T19:00:00+0000,1022.54
20190604T20:00:00+0000,1043.4
20190604T21:00:00+0000,1000.88
20190604T22:00:00+0000,898.027
20190604T23:00:00+0000,742.216
20190605T00:00:00+0000,545.007
20190605T01:00:00+0000,322.614
20190605T02:00:00+0000,105.357
20190605T03:00:00+0000,2.09381
20190605T04:00:00+0000,0.0
20190605T05:00:00+0000,0.0
20190605T06:00:00+0000,0.0
20190605T07:00:00+0000,0.0
20190605T08:00:00+0000,0.0
20190605T09:00:00+0000,0.0
20190605T10:00:00+0000,0.0
20190605T11:00:00+0000,0.0
20190605T12:00:00+0000,0.0
20190605T13:00:00+0000,16.7412
20190605T14:00:00+0000,174.594
20190605T15:00:00+0000,397.854
20190605T16:00:00+0000,616.287
20190605T17:00:00+0000,800.814
20190605T18:00:00+0000,939.563
20190605T19:00:00+0000,1022.4
20190605T20:00:00+0000,1043.41
20190605T21:00:00+0000,1001.13
20190605T22:00:00+0000,898.554
20190605T23:00:00+0000,743.051
20190606T00:00:00+0000,546.154
20190606T01:00:00+0000,321.923
20190606T02:00:00+0000,106.732
20190606T03:00:00+0000,2.24815
20190606T04:00:00+0000,0.0
20190606T05:00:00+0000,0.0
20190606T06:00:00+0000,0.0
20190606T07:00:00+0000,0.0
20190606T08:00:00+0000,0.0
20190606T09:00:00+0000,0.0
20190606T10:00:00+0000,0.0
20190606T11:00:00+0000,0.0
20190606T12:00:00+0000,0.0
20190606T13:00:00+0000,16.9687
20190606T14:00:00+0000,175.897
20190606T15:00:00+0000,400.414
20190606T16:00:00+0000,616.091
20190606T17:00:00+0000,800.543
20190606T18:00:00+0000,939.301
20190606T19:00:00+0000,1022.23
20190606T20:00:00+0000,1043.41
20190606T21:00:00+0000,1001.36
20190606T22:00:00+0000,899.064
20190606T23:00:00+0000,743.867
20190607T00:00:00+0000,547.273
20190607T01:00:00+0000,325.407
20190607T02:00:00+0000,108.074
20190607T03:00:00+0000,2.40492
20190607T04:00:00+0000,0.0
20190607T05:00:00+0000,0.0
20190607T06:00:00+0000,0.0
20190607T07:00:00+0000,0.0
20190607T08:00:00+0000,0.0
20190607T09:00:00+0000,0.0
20190607T10:00:00+0000,0.0
20190607T11:00:00+0000,0.0
20190607T12:00:00+0000,0.0
20190607T13:00:00+0000,17.0595
20190607T14:00:00+0000,175.984
20190607T15:00:00+0000,400.304
20190607T16:00:00+0000,599.827
20190607T17:00:00+0000,795.027
20190607T18:00:00+0000,932.903
20190607T19:00:00+0000,1002.1
20190607T20:00:00+0000,941.662
20190607T21:00:00+0000,825.801
20190607T22:00:00+0000,741.686
20190607T23:00:00+0000,730.139
20190608T00:00:00+0000,516.284
20190608T01:00:00+0000,290.641
20190608T02:00:00+0000,83.0737
20190608T03:00:00+0000,1.51369
20190608T04:00:00+0000,0.0
20190608T05:00:00+0000,0.0
20190608T06:00:00+0000,0.0
20190608T07:00:00+0000,0.0
20190608T08:00:00+0000,0.0
20190608T09:00:00+0000,0.0
20190608T10:00:00+0000,0.0
20190608T11:00:00+0000,0.0
20190608T12:00:00+0000,0.0
20190608T13:00:00+0000,17.1232
20190608T14:00:00+0000,175.998
20190608T15:00:00+0000,400.126
20190608T16:00:00+0000,615.532
20190608T17:00:00+0000,773.876
20190608T18:00:00+0000,895.971
20190608T19:00:00+0000,1015.18
20190608T20:00:00+0000,1036.57
20190608T21:00:00+0000,1001.78
20190608T22:00:00+0000,900.035
20190608T23:00:00+0000,745.432
20190609T00:00:00+0000,549.423
20190609T01:00:00+0000,328.047
20190609T02:00:00+0000,110.647
20190609T03:00:00+0000,2.72285
20190609T04:00:00+0000,0.0
20190609T05:00:00+0000,0.0
20190609T06:00:00+0000,0.0
20190609T07:00:00+0000,0.0
20190609T08:00:00+0000,0.0
20190609T09:00:00+0000,0.0
20190609T10:00:00+0000,0.0
20190609T11:00:00+0000,0.0
20190609T12:00:00+0000,0.0
20190609T13:00:00+0000,17.0484
20190609T14:00:00+0000,174.796
20190609T15:00:00+0000,389.487
20190609T16:00:00+0000,479.219
20190609T17:00:00+0000,539.645
20190609T18:00:00+0000,608.973
20190609T19:00:00+0000,536.841
20190609T20:00:00+0000,365.157
20190609T21:00:00+0000,357.2
20190609T22:00:00+0000,321.026
20190609T23:00:00+0000,261.163
20190610T00:00:00+0000,210.548
20190610T01:00:00+0000,125.96
20190610T02:00:00+0000,111.148
20190610T03:00:00+0000,2.8825
20190610T04:00:00+0000,0.0
20190610T05:00:00+0000,0.0
20190610T06:00:00+0000,0.0
20190610T07:00:00+0000,0.0
20190610T08:00:00+0000,0.0
20190610T09:00:00+0000,0.0
20190610T10:00:00+0000,0.0
20190610T11:00:00+0000,0.0
20190610T12:00:00+0000,0.0
20190610T13:00:00+0000,17.0583
20190610T14:00:00+0000,174.669
20190610T15:00:00+0000,396.98
20190610T16:00:00+0000,614.761
20190610T17:00:00+0000,799.038
20190610T18:00:00+0000,937.942
20190610T19:00:00+0000,1021.32
20190610T20:00:00+0000,1043.24
20190610T21:00:00+0000,1002.13
20190610T22:00:00+0000,900.936
20190610T23:00:00+0000,722.631
20190611T00:00:00+0000,526.356
20190611T01:00:00+0000,324.079
20190611T02:00:00+0000,110.857
20190611T03:00:00+0000,3.04157
20190611T04:00:00+0000,0.0
20190611T05:00:00+0000,0.0
20190611T06:00:00+0000,0.0
20190611T07:00:00+0000,0.0
20190611T08:00:00+0000,0.0
20190611T09:00:00+0000,0.0
20190611T10:00:00+0000,0.0
20190611T11:00:00+0000,0.0
20190611T12:00:00+0000,0.0
20190611T13:00:00+0000,17.1535
20190611T14:00:00+0000,175.614
20190611T15:00:00+0000,399.208
20190611T16:00:00+0000,614.3
20190611T17:00:00+0000,798.563
20190611T18:00:00+0000,937.531
20190611T19:00:00+0000,875.036
20190611T20:00:00+0000,690.566
20190611T21:00:00+0000,546.248
20190611T22:00:00+0000,620.136
20190611T23:00:00+0000,465.759
20190612T00:00:00+0000,329.788
20190612T01:00:00+0000,167.839
20190612T02:00:00+0000,56.3029
20190612T03:00:00+0000,1.53565
20190612T04:00:00+0000,0.0
20190612T05:00:00+0000,0.0
20190612T06:00:00+0000,0.0
20190612T07:00:00+0000,0.0
20190612T08:00:00+0000,0.0
20190612T09:00:00+0000,0.0
20190612T10:00:00+0000,0.0
20190612T11:00:00+0000,0.0
20190612T12:00:00+0000,0.0
20190612T13:00:00+0000,12.8846
20190612T14:00:00+0000,129.757
20190612T15:00:00+0000,313.24
20190612T16:00:00+0000,482.132
20190612T17:00:00+0000,637.244
20190612T18:00:00+0000,760.451
20190612T19:00:00+0000,841.607
20190612T20:00:00+0000,778.639
20190612T21:00:00+0000,748.315
20190612T22:00:00+0000,813.844
20190612T23:00:00+0000,699.644
20190613T00:00:00+0000,546.144
20190613T01:00:00+0000,330.664
20190613T02:00:00+0000,114.554
20190613T03:00:00+0000,3.35483
20190613T04:00:00+0000,0.0
20190613T05:00:00+0000,0.0
20190613T06:00:00+0000,0.0
20190613T07:00:00+0000,0.0
20190613T08:00:00+0000,0.0
20190613T09:00:00+0000,0.0
20190613T10:00:00+0000,0.0
20190613T11:00:00+0000,0.0
20190613T12:00:00+0000,0.0
20190613T13:00:00+0000,17.0428
20190613T14:00:00+0000,175.015
20190613T15:00:00+0000,398.287
20190613T16:00:00+0000,533.512
20190613T17:00:00+0000,538.315
20190613T18:00:00+0000,376.525
20190613T19:00:00+0000,357.151
20190613T20:00:00+0000,365.028
20190613T21:00:00+0000,350.895
20190613T22:00:00+0000,315.754
20190613T23:00:00+0000,262.126
20190614T00:00:00+0000,193.981
20190614T01:00:00+0000,116.869
20190614T02:00:00+0000,40.7244
20190614T03:00:00+0000,1.22762
20190614T04:00:00+0000,0.0
20190614T05:00:00+0000,0.0
20190614T06:00:00+0000,0.0
20190614T07:00:00+0000,0.0
20190614T08:00:00+0000,0.0
20190614T09:00:00+0000,0.0
20190614T10:00:00+0000,0.0
20190614T11:00:00+0000,0.0
20190614T12:00:00+0000,0.0
20190614T13:00:00+0000,16.9494
20190614T14:00:00+0000,174.616
20190614T15:00:00+0000,397.737
20190614T16:00:00+0000,612.628
20190614T17:00:00+0000,796.923
20190614T18:00:00+0000,936.14
20190614T19:00:00+0000,1020.1
20190614T20:00:00+0000,1042.81
20190614T21:00:00+0000,1002.67
20190614T22:00:00+0000,902.523
20190614T23:00:00+0000,749.557
20190615T00:00:00+0000,555.088
20190615T01:00:00+0000,334.948
20190615T02:00:00+0000,117.36
20190615T03:00:00+0000,3.65643
20190615T04:00:00+0000,0.0
20190615T05:00:00+0000,0.0
20190615T06:00:00+0000,0.0
20190615T07:00:00+0000,0.0
20190615T08:00:00+0000,0.0
20190615T09:00:00+0000,0.0
20190615T10:00:00+0000,0.0
20190615T11:00:00+0000,0.0
20190615T12:00:00+0000,0.0
20190615T13:00:00+0000,16.8313
20190615T14:00:00+0000,174.151
20190615T15:00:00+0000,397.13
20190615T16:00:00+0000,611.978
20190615T17:00:00+0000,796.307
20190615T18:00:00+0000,935.628
20190615T19:00:00+0000,1019.75
20190615T20:00:00+0000,1042.67
20190615T21:00:00+0000,1002.77
20190615T22:00:00+0000,902.872
20190615T23:00:00+0000,750.155
20190616T00:00:00+0000,555.892
20190616T01:00:00+0000,335.747
20190616T02:00:00+0000,118.188
20190616T03:00:00+0000,3.79019
20190616T04:00:00+0000,0.0
20190616T05:00:00+0000,0.0
20190616T06:00:00+0000,0.0
20190616T07:00:00+0000,0.0
20190616T08:00:00+0000,0.0
20190616T09:00:00+0000,0.0
20190616T10:00:00+0000,0.0
20190616T11:00:00+0000,0.0
20190616T12:00:00+0000,0.0
20190616T13:00:00+0000,16.6545
20190616T14:00:00+0000,173.471
20190616T15:00:00+0000,396.268
20190616T16:00:00+0000,611.067
20190616T17:00:00+0000,795.434
20190616T18:00:00+0000,934.861
20190616T19:00:00+0000,1019.15
20190616T20:00:00+0000,1042.28
20190616T21:00:00+0000,1002.61
20190616T22:00:00+0000,902.973
20190616T23:00:00+0000,750.502
20190617T00:00:00+0000,556.462
20190617T01:00:00+0000,336.497
20190617T02:00:00+0000,117.418
20190617T03:00:00+0000,3.89305
20190617T04:00:00+0000,0.0
20190617T05:00:00+0000,0.0
20190617T06:00:00+0000,0.0
20190617T07:00:00+0000,0.0
20190617T08:00:00+0000,0.0
20190617T09:00:00+0000,0.0
20190617T10:00:00+0000,0.0
20190617T11:00:00+0000,0.0
20190617T12:00:00+0000,0.0
20190617T13:00:00+0000,5.75925
20190617T14:00:00+0000,60.4548
20190617T15:00:00+0000,138.373
20190617T16:00:00+0000,324.58
20190617T17:00:00+0000,443.347
20190617T18:00:00+0000,934.072
20190617T19:00:00+0000,958.947
20190617T20:00:00+0000,953.835
20190617T21:00:00+0000,1002.45
20190617T22:00:00+0000,903.055
20190617T23:00:00+0000,409.197
20190618T00:00:00+0000,274.598
20190618T01:00:00+0000,337.198
20190618T02:00:00+0000,119.689
20190618T03:00:00+0000,4.0405
20190618T04:00:00+0000,0.0
20190618T05:00:00+0000,0.0
20190618T06:00:00+0000,0.0
20190618T07:00:00+0000,0.0
20190618T08:00:00+0000,0.0
20190618T09:00:00+0000,0.0
20190618T10:00:00+0000,0.0
20190618T11:00:00+0000,0.0
20190618T12:00:00+0000,0.0
20190618T13:00:00+0000,16.2336
20190618T14:00:00+0000,171.925
20190618T15:00:00+0000,394.38
20190618T16:00:00+0000,609.118
20190618T17:00:00+0000,793.593
20190618T18:00:00+0000,933.262
20190618T19:00:00+0000,1017.9
20190618T20:00:00+0000,1041.46
20190618T21:00:00+0000,1002.27
20190618T22:00:00+0000,903.116
20190618T23:00:00+0000,751.112
20190619T00:00:00+0000,557.486
20190619T01:00:00+0000,337.848
20190619T02:00:00+0000,120.36
20190619T03:00:00+0000,4.15547
20190619T04:00:00+0000,0.0
20190619T05:00:00+0000,0.0
20190619T06:00:00+0000,0.0
20190619T07:00:00+0000,0.0
20190619T08:00:00+0000,0.0
20190619T09:00:00+0000,0.0
20190619T10:00:00+0000,0.0
20190619T11:00:00+0000,0.0
20190619T12:00:00+0000,0.0
20190619T13:00:00+0000,15.9914
20190619T14:00:00+0000,171.062
20190619T15:00:00+0000,393.357
20190619T16:00:00+0000,608.082
20190619T17:00:00+0000,792.627
20190619T18:00:00+0000,932.431
20190619T19:00:00+0000,1017.25
20190619T20:00:00+0000,1041.03
20190619T21:00:00+0000,1002.07
20190619T22:00:00+0000,903.157
20190619T23:00:00+0000,751.374
20190620T00:00:00+0000,557.939
20190620T01:00:00+0000,338.446
20190620T02:00:00+0000,120.977
20190620T03:00:00+0000,4.26277
20190620T04:00:00+0000,0.0
20190620T05:00:00+0000,0.0
20190620T06:00:00+0000,0.0
20190620T07:00:00+0000,0.0
20190620T08:00:00+0000,0.0
20190620T09:00:00+0000,0.0
20190620T10:00:00+0000,0.0
20190620T11:00:00+0000,0.0
20190620T12:00:00+0000,0.0
20190620T13:00:00+0000,15.7292
20190620T14:00:00+0000,170.141
20190620T15:00:00+0000,392.282
20190620T16:00:00+0000,607.007
20190620T17:00:00+0000,791.634
20190620T18:00:00+0000,931.581
20190620T19:00:00+0000,1016.59
20190620T20:00:00+0000,1040.58
20190620T21:00:00+0000,1001.86
20190620T22:00:00+0000,903.177
20190620T23:00:00+0000,751.606
20190621T00:00:00+0000,558.35
20190621T01:00:00+0000,338.992
20190621T02:00:00+0000,121.539
20190621T03:00:00+0000,4.36181
20190621T04:00:00+0000,0.0
20190621T05:00:00+0000,0.0
20190621T06:00:00+0000,0.0
20190621T07:00:00+0000,0.0
20190621T08:00:00+0000,0.0
20190621T09:00:00+0000,0.0
20190621T10:00:00+0000,0.0
20190621T11:00:00+0000,0.0
20190621T12:00:00+0000,0.0
20190621T13:00:00+0000,15.4482
20190621T14:00:00+0000,169.163
20190621T15:00:00+0000,391.157
20190621T16:00:00+0000,605.893
20190621T17:00:00+0000,790.612
20190621T18:00:00+0000,930.711
20190621T19:00:00+0000,1015.91
20190621T20:00:00+0000,1040.13
20190621T21:00:00+0000,1001.64
20190621T22:00:00+0000,903.176
20190621T23:00:00+0000,751.807
20190622T00:00:00+0000,558.72
20190622T01:00:00+0000,339.483
20190622T02:00:00+0000,122.043
20190622T03:00:00+0000,4.45198
20190622T04:00:00+0000,0.0
20190622T05:00:00+0000,0.0
20190622T06:00:00+0000,0.0
20190622T07:00:00+0000,0.0
20190622T08:00:00+0000,0.0
20190622T09:00:00+0000,0.0
20190622T10:00:00+0000,0.0
20190622T11:00:00+0000,0.0
20190622T12:00:00+0000,0.0
20190622T13:00:00+0000,15.1494
20190622T14:00:00+0000,168.13
20190622T15:00:00+0000,389.983
20190622T16:00:00+0000,604.742
20190622T17:00:00+0000,789.565
20190622T18:00:00+0000,929.822
20190622T19:00:00+0000,1015.22
20190622T20:00:00+0000,1039.66
20190622T21:00:00+0000,1001.4
20190622T22:00:00+0000,903.153
20190622T23:00:00+0000,751.977
20190623T00:00:00+0000,559.046
20190623T01:00:00+0000,320.035
20190623T02:00:00+0000,105.77
20190623T03:00:00+0000,4.44436
20190623T04:00:00+0000,0.0
20190623T05:00:00+0000,0.0
20190623T06:00:00+0000,0.0
20190623T07:00:00+0000,0.0
20190623T08:00:00+0000,0.0
20190623T09:00:00+0000,0.0
20190623T10:00:00+0000,0.0
20190623T11:00:00+0000,0.0
20190623T12:00:00+0000,0.0
20190623T13:00:00+0000,14.834
20190623T14:00:00+0000,167.043
20190623T15:00:00+0000,388.762
20190623T16:00:00+0000,603.555
20190623T17:00:00+0000,788.491
20190623T18:00:00+0000,928.916
20190623T19:00:00+0000,1014.52
20190623T20:00:00+0000,1039.18
20190623T21:00:00+0000,1001.14
20190623T22:00:00+0000,903.107
20190623T23:00:00+0000,752.115
20190624T00:00:00+0000,559.328
20190624T01:00:00+0000,340.3
20190624T02:00:00+0000,122.878
20190624T03:00:00+0000,4.60359
20190624T04:00:00+0000,0.0
20190624T05:00:00+0000,0.0
20190624T06:00:00+0000,0.0
20190624T07:00:00+0000,0.0
20190624T08:00:00+0000,0.0
20190624T09:00:00+0000,0.0
20190624T10:00:00+0000,0.0
20190624T11:00:00+0000,0.0
20190624T12:00:00+0000,0.0
20190624T13:00:00+0000,14.5035
20190624T14:00:00+0000,165.904
20190624T15:00:00+0000,387.495
20190624T16:00:00+0000,602.333
20190624T17:00:00+0000,787.392
20190624T18:00:00+0000,927.992
20190624T19:00:00+0000,1013.8
20190624T20:00:00+0000,1038.68
20190624T21:00:00+0000,1000.87
20190624T22:00:00+0000,903.038
20190624T23:00:00+0000,752.219
20190625T00:00:00+0000,559.565
20190625T01:00:00+0000,340.623
20190625T02:00:00+0000,123.205
20190625T03:00:00+0000,4.66404
20190625T04:00:00+0000,0.0
20190625T05:00:00+0000,0.0
20190625T06:00:00+0000,0.0
20190625T07:00:00+0000,0.0
20190625T08:00:00+0000,0.0
20190625T09:00:00+0000,0.0
20190625T10:00:00+0000,0.0
20190625T11:00:00+0000,0.0
20190625T12:00:00+0000,0.0
20190625T13:00:00+0000,14.159
20190625T14:00:00+0000,164.713
20190625T15:00:00+0000,386.182
20190625T16:00:00+0000,601.077
20190625T17:00:00+0000,786.27
20190625T18:00:00+0000,927.051
20190625T19:00:00+0000,1013.07
20190625T20:00:00+0000,1038.17
20190625T21:00:00+0000,1000.58
20190625T22:00:00+0000,902.944
20190625T23:00:00+0000,752.289
20190626T00:00:00+0000,559.755
20190626T01:00:00+0000,340.887
20190626T02:00:00+0000,123.471
20190626T03:00:00+0000,4.71367
20190626T04:00:00+0000,0.0
20190626T05:00:00+0000,0.0
20190626T06:00:00+0000,0.0
20190626T07:00:00+0000,0.0
20190626T08:00:00+0000,0.0
20190626T09:00:00+0000,0.0
20190626T10:00:00+0000,0.0
20190626T11:00:00+0000,0.0
20190626T12:00:00+0000,0.0
20190626T13:00:00+0000,13.8014
20190626T14:00:00+0000,163.474
20190626T15:00:00+0000,384.826
20190626T16:00:00+0000,599.788
20190626T17:00:00+0000,785.125
20190626T18:00:00+0000,926.094
20190626T19:00:00+0000,1012.33
20190626T20:00:00+0000,646.458
20190626T21:00:00+0000,987.265
20190626T22:00:00+0000,902.826
20190626T23:00:00+0000,752.324
20190627T00:00:00+0000,195.964
20190627T01:00:00+0000,119.382
20190627T02:00:00+0000,112.42
20190627T03:00:00+0000,4.75211
20190627T04:00:00+0000,0.0
20190627T05:00:00+0000,0.0
20190627T06:00:00+0000,0.0
20190627T07:00:00+0000,0.0
20190627T08:00:00+0000,0.0
20190627T09:00:00+0000,0.0
20190627T10:00:00+0000,0.0
20190627T11:00:00+0000,0.0
20190627T12:00:00+0000,0.0
20190627T13:00:00+0000,13.4321
20190627T14:00:00+0000,162.186
20190627T15:00:00+0000,383.428
20190627T16:00:00+0000,598.468
20190627T17:00:00+0000,783.957
20190627T18:00:00+0000,925.122
20190627T19:00:00+0000,1011.57
20190627T20:00:00+0000,1037.12
20190627T21:00:00+0000,999.943
20190627T22:00:00+0000,902.682
20190627T23:00:00+0000,752.322
20190628T00:00:00+0000,559.991
20190628T01:00:00+0000,341.235
20190628T02:00:00+0000,123.815
20190628T03:00:00+0000,4.77903
20190628T04:00:00+0000,0.0
20190628T05:00:00+0000,0.0
20190628T06:00:00+0000,0.0
20190628T07:00:00+0000,0.0
20190628T08:00:00+0000,0.0
20190628T09:00:00+0000,0.0
20190628T10:00:00+0000,0.0
20190628T11:00:00+0000,0.0
20190628T12:00:00+0000,0.0
20190628T13:00:00+0000,13.0523
20190628T14:00:00+0000,160.853
20190628T15:00:00+0000,381.989
20190628T16:00:00+0000,597.118
20190628T17:00:00+0000,782.768
20190628T18:00:00+0000,924.134
20190628T19:00:00+0000,1010.81
20190628T20:00:00+0000,1036.57
20190628T21:00:00+0000,356.357
20190628T22:00:00+0000,315.879
20190628T23:00:00+0000,263.299
20190629T00:00:00+0000,196.012
20190629T01:00:00+0000,119.46
20190629T02:00:00+0000,43.3616
20190629T03:00:00+0000,4.76299
20190629T04:00:00+0000,0.0
20190629T05:00:00+0000,0.0
20190629T06:00:00+0000,0.0
20190629T07:00:00+0000,0.0
20190629T08:00:00+0000,0.0
20190629T09:00:00+0000,0.0
20190629T10:00:00+0000,0.0
20190629T11:00:00+0000,0.0
20190629T12:00:00+0000,0.0
20190629T13:00:00+0000,4.67908
20190629T14:00:00+0000,56.8528
20190629T15:00:00+0000,138.125
20190629T16:00:00+0000,587.994
20190629T17:00:00+0000,278.626
20190629T18:00:00+0000,323.096
20190629T19:00:00+0000,353.509
20190629T20:00:00+0000,362.603
20190629T21:00:00+0000,349.732
20190629T22:00:00+0000,315.809
20190629T23:00:00+0000,263.271
20190630T00:00:00+0000,196.009
20190630T01:00:00+0000,148.309
20190630T02:00:00+0000,57.056
20190630T03:00:00+0000,2.14678
20190630T04:00:00+0000,0.0
20190630T05:00:00+0000,0.0
20190630T06:00:00+0000,0.0
20190630T07:00:00+0000,0.0
20190630T08:00:00+0000,0.0
20190630T09:00:00+0000,0.0
20190630T10:00:00+0000,0.0
20190630T11:00:00+0000,0.0
20190630T12:00:00+0000,0.0
20190630T13:00:00+0000,6.92443
20190630T14:00:00+0000,152.917
20190630T15:00:00+0000,378.994
20190630T16:00:00+0000,517.068
20190630T17:00:00+0000,283.26
20190630T18:00:00+0000,874.165
20190630T19:00:00+0000,753.392
20190630T20:00:00+0000,369.132
20190630T21:00:00+0000,349.598
20190630T22:00:00+0000,315.73
20190630T23:00:00+0000,654.314
20190701T00:00:00+0000,538.127
20190701T01:00:00+0000,119.449
20190701T02:00:00+0000,43.3451
20190701T03:00:00+0000,1.67587
20190701T04:00:00+0000,0.0
20190701T05:00:00+0000,0.0
20190701T06:00:00+0000,0.0
20190701T07:00:00+0000,0.0
20190701T08:00:00+0000,0.0
20190701T09:00:00+0000,0.0
20190701T10:00:00+0000,0.0
20190701T11:00:00+0000,0.0
20190701T12:00:00+0000,0.0
20190701T13:00:00+0000,7.23655
20190701T14:00:00+0000,152.522
20190701T15:00:00+0000,377.442
20190701T16:00:00+0000,589.043
20190701T17:00:00+0000,774.019
20190701T18:00:00+0000,915.098
20190701T19:00:00+0000,988.764
20190701T20:00:00+0000,1034.84
20190701T21:00:00+0000,991.959
20190701T22:00:00+0000,778.728
20190701T23:00:00+0000,263.174
20190702T00:00:00+0000,195.947
20190702T01:00:00+0000,119.409
20190702T02:00:00+0000,43.3014
20190702T03:00:00+0000,1.6684
20190702T04:00:00+0000,0.0
20190702T05:00:00+0000,0.0
20190702T06:00:00+0000,0.0
20190702T07:00:00+0000,0.0
20190702T08:00:00+0000,0.0
20190702T09:00:00+0000,0.0
20190702T10:00:00+0000,0.0
20190702T11:00:00+0000,0.0
20190702T12:00:00+0000,0.0
20190702T13:00:00+0000,9.89118
20190702T14:00:00+0000,101.663
20190702T15:00:00+0000,375.855
20190702T16:00:00+0000,560.682
20190702T17:00:00+0000,752.539
20190702T18:00:00+0000,890.141
20190702T19:00:00+0000,1007.61
20190702T20:00:00+0000,1034.24
20190702T21:00:00+0000,998.024
20190702T22:00:00+0000,901.54
20190702T23:00:00+0000,263.103
20190703T00:00:00+0000,203.163
20190703T01:00:00+0000,119.345
20190703T02:00:00+0000,43.2336
20190703T03:00:00+0000,1.65662
20190703T04:00:00+0000,0.0
20190703T05:00:00+0000,0.0
20190703T06:00:00+0000,0.0
20190703T07:00:00+0000,0.0
20190703T08:00:00+0000,0.0
20190703T09:00:00+0000,0.0
20190703T10:00:00+0000,0.0
20190703T11:00:00+0000,0.0
20190703T12:00:00+0000,0.0
20190703T13:00:00+0000,11.0425
20190703T14:00:00+0000,153.556
20190703T15:00:00+0000,374.234
20190703T16:00:00+0000,589.954
20190703T17:00:00+0000,776.536
20190703T18:00:00+0000,918.987
20190703T19:00:00+0000,1006.78
20190703T20:00:00+0000,1033.62
20190703T21:00:00+0000,997.577
20190703T22:00:00+0000,901.22
20190703T23:00:00+0000,751.476
20190704T00:00:00+0000,559.45
20190704T01:00:00+0000,340.734
20190704T02:00:00+0000,123.261
20190704T03:00:00+0000,4.68723
20190704T04:00:00+0000,0.0
20190704T05:00:00+0000,0.0
20190704T06:00:00+0000,0.0
20190704T07:00:00+0000,0.0
20190704T08:00:00+0000,0.0
20190704T09:00:00+0000,0.0
20190704T10:00:00+0000,0.0
20190704T11:00:00+0000,0.0
20190704T12:00:00+0000,0.0
20190704T13:00:00+0000,10.6277
20190704T14:00:00+0000,151.984
20190704T15:00:00+0000,372.583
20190704T16:00:00+0000,588.448
20190704T17:00:00+0000,775.239
20190704T18:00:00+0000,917.919
20190704T19:00:00+0000,1005.94
20190704T20:00:00+0000,1032.98
20190704T21:00:00+0000,997.106
20190704T22:00:00+0000,900.867
20190704T23:00:00+0000,751.183
20190705T00:00:00+0000,559.162
20190705T01:00:00+0000,340.411
20190705T02:00:00+0000,122.927
20190705T03:00:00+0000,4.62906
20190705T04:00:00+0000,0.0
20190705T05:00:00+0000,0.0
20190705T06:00:00+0000,0.0
20190705T07:00:00+0000,0.0
20190705T08:00:00+0000,0.0
20190705T09:00:00+0000,0.0
20190705T10:00:00+0000,0.0
20190705T11:00:00+0000,0.0
20190705T12:00:00+0000,0.0
20190705T13:00:00+0000,10.2117
20190705T14:00:00+0000,150.379
20190705T15:00:00+0000,370.901
20190705T16:00:00+0000,586.921
20190705T17:00:00+0000,773.927
20190705T18:00:00+0000,916.84
20190705T19:00:00+0000,1005.09
20190705T20:00:00+0000,1032.33
20190705T21:00:00+0000,996.612
20190705T22:00:00+0000,900.479
20190705T23:00:00+0000,750.844
20190706T00:00:00+0000,493.433
